;contractID;symbol;expiration;strike;type;last;mark;bid;bid_size;ask;ask_size;volume;open_interest;date;implied_volatility;delta;gamma;theta;vega;rho;underlying;price_date
642;AAPL250417C00135000;AAPL;2025-04-17;135.00;call;80.05;75.62;75.20;48;76.05;37;10;22;2025-03-13;0.73978;0.98005;0.00101;-0.04857;0.03138;0.12454;AAPL;2025-03-13
643;AAPL250417P00135000;AAPL;2025-04-17;135.00;put;0.19;0.21;0.21;98;0.22;35;40;4911;2025-03-13;0.67500;-0.01284;0.00076;-0.02040;0.02151;-0.00278;AAPL;2025-03-13
644;AAPL250417C00140000;AAPL;2025-04-17;140.00;call;76.20;70.62;70.25;30;71.00;10;4;75;2025-03-13;0.68033;0.97945;0.00112;-0.04726;0.03218;0.12921;AAPL;2025-03-13
645;AAPL250417P00140000;AAPL;2025-04-17;140.00;put;0.27;0.26;0.25;78;0.26;44;510;4767;2025-03-13;0.64619;-0.01620;0.00096;-0.02381;0.02627;-0.00351;AAPL;2025-03-13
646;AAPL250417C00145000;AAPL;2025-04-17;145.00;call;72.30;65.78;65.35;34;66.20;24;0;106;2025-03-13;0.66601;0.97204;0.00148;-0.05601;0.04166;0.13237;AAPL;2025-03-13
647;AAPL250417P00145000;AAPL;2025-04-17;145.00;put;0.30;0.30;0.29;150;0.31;121;5;10757;2025-03-13;0.61082;-0.01939;0.00119;-0.02620;0.03062;-0.00419;AAPL;2025-03-13
648;AAPL250417C00150000;AAPL;2025-04-17;150.00;call;75.49;60.88;60.45;21;61.30;23;0;118;2025-03-13;0.63110;0.96659;0.00181;-0.06036;0.04829;0.13597;AAPL;2025-03-13
649;AAPL250417P00150000;AAPL;2025-04-17;150.00;put;0.38;0.35;0.35;103;0.36;20;258;1848;2025-03-13;0.57683;-0.02342;0.00148;-0.02898;0.03592;-0.00504;AAPL;2025-03-13
650;AAPL250417C00155000;AAPL;2025-04-17;155.00;call;57.33;55.97;55.55;25;56.40;20;1;32;2025-03-13;0.59253;0.96089;0.00220;-0.06376;0.05493;0.13953;AAPL;2025-03-13
651;AAPL250417P00155000;AAPL;2025-04-17;155.00;put;0.42;0.43;0.42;106;0.44;187;217;711;2025-03-13;0.54817;-0.02942;0.00188;-0.03326;0.04347;-0.00633;AAPL;2025-03-13
652;AAPL250417C00160000;AAPL;2025-04-17;160.00;call;50.00;51.08;50.65;22;51.50;10;2;95;2025-03-13;0.55579;0.95365;0.00269;-0.06770;0.06302;0.14276;AAPL;2025-03-13
653;AAPL250417P00160000;AAPL;2025-04-17;160.00;put;0.54;0.53;0.52;21;0.54;173;159;1777;2025-03-13;0.51997;-0.03707;0.00240;-0.03808;0.05259;-0.00796;AAPL;2025-03-13
654;AAPL250417C00165000;AAPL;2025-04-17;165.00;call;45.40;46.30;45.95;8;46.65;8;13;151;2025-03-13;0.53201;0.94088;0.00341;-0.07602;0.07646;0.14478;AAPL;2025-03-13
655;AAPL250417P00165000;AAPL;2025-04-17;165.00;put;0.69;0.66;0.65;210;0.67;210;137;2517;2025-03-13;0.49269;-0.04704;0.00307;-0.04364;0.06378;-0.01009;AAPL;2025-03-13
656;AAPL250417C00170000;AAPL;2025-04-17;170.00;call;41.25;41.42;41.05;18;41.80;6;12;169;2025-03-13;0.49147;0.93081;0.00417;-0.07890;0.08641;0.14743;AAPL;2025-03-13
657;AAPL250417P00170000;AAPL;2025-04-17;170.00;put;0.84;0.84;0.83;21;0.85;218;1162;2096;2025-03-13;0.46769;-0.06062;0.00395;-0.05048;0.07797;-0.01299;AAPL;2025-03-13
658;AAPL250417C00175000;AAPL;2025-04-17;175.00;call;37.25;36.70;36.35;6;37.05;2;21;387;2025-03-13;0.46525;0.91242;0.00527;-0.08702;0.10333;0.14826;AAPL;2025-03-13
659;AAPL250417P00175000;AAPL;2025-04-17;175.00;put;1.13;1.08;1.07;127;1.10;154;388;1472;2025-03-13;0.44360;-0.07852;0.00509;-0.05823;0.09518;-0.01682;AAPL;2025-03-13
660;AAPL250417C00180000;AAPL;2025-04-17;180.00;call;31.19;32.08;31.95;22;32.20;62;56;315;2025-03-13;0.44147;0.88785;0.00665;-0.09635;0.12379;0.14775;AAPL;2025-03-13
661;AAPL250417P00180000;AAPL;2025-04-17;180.00;put;1.44;1.42;1.41;80;1.44;35;1525;6031;2025-03-13;0.42196;-0.10290;0.00654;-0.06741;0.11635;-0.02205;AAPL;2025-03-13
662;AAPL250417C00185000;AAPL;2025-04-17;185.00;call;26.95;27.52;27.45;22;27.60;28;90;911;2025-03-13;0.41494;0.85795;0.00834;-0.10459;0.14595;0.14611;AAPL;2025-03-13
663;AAPL250417P00185000;AAPL;2025-04-17;185.00;put;1.94;1.92;1.90;46;1.94;120;356;4279;2025-03-13;0.40427;-0.13652;0.00834;-0.07842;0.14206;-0.02929;AAPL;2025-03-13
664;AAPL250417C00190000;AAPL;2025-04-17;190.00;call;22.70;23.27;23.20;23;23.35;23;160;2909;2025-03-13;0.39940;0.81389;0.01033;-0.11674;0.17396;0.14133;AAPL;2025-03-13
665;AAPL250417P00190000;AAPL;2025-04-17;190.00;put;2.71;2.60;2.58;31;2.62;62;1412;6519;2025-03-13;0.38766;-0.17993;0.01042;-0.08955;0.17033;-0.03867;AAPL;2025-03-13
666;AAPL250417C00195000;AAPL;2025-04-17;195.00;call;18.70;19.20;19.15;62;19.25;23;147;3346;2025-03-13;0.38202;0.76047;0.01252;-0.12668;0.20163;0.13449;AAPL;2025-03-13
667;AAPL250417P00195000;AAPL;2025-04-17;195.00;put;3.55;3.52;3.50;65;3.55;27;1028;4989;2025-03-13;0.37241;-0.23482;0.01270;-0.09985;0.19945;-0.05059;AAPL;2025-03-13
668;AAPL250417C00200000;AAPL;2025-04-17;200.00;call;15.29;15.43;15.35;22;15.50;23;4525;7718;2025-03-13;0.36617;0.69503;0.01473;-0.13442;0.22743;0.12495;AAPL;2025-03-13
669;AAPL250417P00200000;AAPL;2025-04-17;200.00;put;4.75;4.75;4.70;35;4.80;85;10321;16123;2025-03-13;0.35870;-0.30207;0.01498;-0.10796;0.22646;-0.06529;AAPL;2025-03-13
670;AAPL250417C00205000;AAPL;2025-04-17;205.00;call;12.05;12.05;12.00;22;12.10;19;793;1567;2025-03-13;0.35290;0.61760;0.01665;-0.13881;0.24769;0.11262;AAPL;2025-03-13
671;AAPL250417P00205000;AAPL;2025-04-17;205.00;put;6.55;6.35;6.30;20;6.40;20;1672;9701;2025-03-13;0.34604;-0.38095;0.01696;-0.11208;0.24741;-0.08268;AAPL;2025-03-13
672;AAPL250417C00210000;AAPL;2025-04-17;210.00;call;9.02;9.05;9.00;23;9.10;30;4514;2172;2025-03-13;0.33918;0.53090;0.01806;-0.13727;0.25826;0.09807;AAPL;2025-03-13
673;AAPL250417P00210000;AAPL;2025-04-17;210.00;put;8.45;8.38;8.30;32;8.45;51;5732;14948;2025-03-13;0.33461;-0.46925;0.01831;-0.11079;0.25826;-0.10238;AAPL;2025-03-13
674;AAPL250417C00215000;AAPL;2025-04-17;215.00;call;6.50;6.50;6.45;84;6.55;35;4385;4239;2025-03-13;0.32607;0.43781;0.01861;-0.12931;0.25588;0.08179;AAPL;2025-03-13
675;AAPL250417P00215000;AAPL;2025-04-17;215.00;put;10.91;10.88;10.80;5;10.95;10;6518;15365;2025-03-13;0.32425;-0.56277;0.01871;-0.10321;0.25582;-0.12359;AAPL;2025-03-13
676;AAPL250417C00220000;AAPL;2025-04-17;220.00;call;4.45;4.45;4.40;141;4.50;22;6274;8018;2025-03-13;0.31434;0.34375;0.01803;-0.11530;0.23890;0.06485;AAPL;2025-03-13
677;AAPL250417P00220000;AAPL;2025-04-17;220.00;put;13.90;13.88;13.75;30;14.00;32;4037;15439;2025-03-13;0.31525;-0.65572;0.01799;-0.08970;0.23904;-0.14515;AAPL;2025-03-13
678;AAPL250417C00225000;AAPL;2025-04-17;225.00;call;2.90;2.92;2.90;100;2.94;8;5206;4381;2025-03-13;0.30550;0.25648;0.01624;-0.09730;0.20913;0.04877;AAPL;2025-03-13
679;AAPL250417P00225000;AAPL;2025-04-17;225.00;put;17.40;17.35;17.20;19;17.50;12;948;21514;2025-03-13;0.30748;-0.74196;0.01618;-0.07164;0.20979;-0.16582;AAPL;2025-03-13
680;AAPL250417C00230000;AAPL;2025-04-17;230.00;call;1.82;1.83;1.81;6;1.85;9;6599;12093;2025-03-13;0.29833;0.18138;0.01361;-0.07726;0.17120;0.03471;AAPL;2025-03-13
681;AAPL250417P00230000;AAPL;2025-04-17;230.00;put;22.30;21.38;21.25;10;21.50;10;800;16634;2025-03-13;0.30885;-0.80946;0.01356;-0.05520;0.17650;-0.18325;AAPL;2025-03-13
682;AAPL250417C00235000;AAPL;2025-04-17;235.00;call;1.10;1.12;1.11;9;1.14;33;4043;20288;2025-03-13;0.29437;0.12312;0.01066;-0.05854;0.13225;0.02368;AAPL;2025-03-13
683;AAPL250417P00235000;AAPL;2025-04-17;235.00;put;26.26;25.77;25.60;12;25.95;15;363;10068;2025-03-13;0.31617;-0.85838;0.01093;-0.04138;0.14565;-0.19730;AAPL;2025-03-13
684;AAPL250417C00240000;AAPL;2025-04-17;240.00;call;0.70;0.70;0.70;50;0.71;88;6524;16739;2025-03-13;0.29528;0.08289;0.00796;-0.04380;0.09915;0.01600;AAPL;2025-03-13
685;AAPL250417P00240000;AAPL;2025-04-17;240.00;put;30.72;30.45;30.30;5;30.60;8;747;12650;2025-03-13;0.33339;-0.88808;0.00879;-0.03317;0.12362;-0.20776;AAPL;2025-03-13
686;AAPL250417C00245000;AAPL;2025-04-17;245.00;call;0.45;0.45;0.44;173;0.46;190;2461;22802;2025-03-13;0.29955;0.05624;0.00582;-0.03280;0.07351;0.01088;AAPL;2025-03-13
687;AAPL250417P00245000;AAPL;2025-04-17;245.00;put;36.12;35.30;35.05;14;35.55;14;197;6993;2025-03-13;0.35870;-0.90467;0.00728;-0.02969;0.11002;-0.21575;AAPL;2025-03-13
688;AAPL250417C00250000;AAPL;2025-04-17;250.00;call;0.30;0.30;0.30;7;0.31;74;4009;19490;2025-03-13;0.30611;0.03884;0.00423;-0.02482;0.05463;0.00752;AAPL;2025-03-13
